lemma|sentence_id|head_id|example_num|total_count|feats|case|number|proper|deprel|form|loc|loc_rel|parent_loc|pos|id_x|text|gpt_annotation
läbiotsimine|7268488|11686395|2|505|ad,com,sg|ad|sg|0|obl|läbiotsimisel|14|1||S|21780653|Tee sai süüdistuse ka tsiviilkäibes keelatud lõhkematerjali käitlemises , kuna uurijad leidsid talt läbiotsimisel kaks lahingugranaati .|NONE
läbiotsimine|9314416|14962091|3|505|ad,com,sg|ad|sg|0|obl|läbiotsimisel|10|4||S|27694917|Keskkriminaalpolitsei ametnikud leidsid kaks nädalat tagasi Jõhvis sõiduauto Audi läbiotsimisel selle pagasiruumist kohvri sisse pakituna kilo ja kümme grammi peamiselt ninna tõmmatavat amfetamiinipulbrit .|NONE
läbiotsimine|984589|1568838|4|505|ad,com,sg|ad|sg|0|obl|läbiotsimisel|10|3||S|2880782|Märkmiku eelmise aasta vahendustööga sai kapo enda valdusse veebruaris läbiotsimisel Kaljuranna Lasnamäe kodus .|NONE
läbiotsimine|8381423|13430846|5|505|ad,com,sg|ad|sg|0|obl|läbiotsimisel|3|1||S|24904444|Politsei leidis läbiotsimisel jalutusrihma ja koeratoidu purgid .|NONE
seaduseelnõu|17720689|27065304|1|620|all,com,sg|all|sg|0|obl|seaduseelnõule|14|-1||S|49422816|Sellisel juhul ma palun Vambo Kaalu tagasi kõnepulti , selleks et läbi vaadata seaduseelnõule laekunud 52 muudatusettepanekut .|NONE
seaduseelnõu|18382849|27868883|2|620|com,el,sg|el|sg|0|obl|seaduseelnõust|2|-2||S|50679080|Sellest seaduseelnõust ei saanud ma vastust ühele minu jaoks tekkinud probleemile .|NONE
seaduseelnõu|18331418|27792706|3|620|all,com,sg|all|sg|0|obl|seaduseelnõule|2|-1||S|50555599|Üleantud seaduseelnõule määrab juhatus juhtivkomisjoni kolme tööpäeva jooksul .|NONE
seaduseelnõu|18515803|28038014|4|620|com,el,sg|el|sg|0|obl|seaduseelnõust|14|1||S|50931957|Valitsus annab täna Riigikogu menetlusse kaks seaduseelnõude paketti , mis kokku koosnevad viiest seaduseelnõust .|NONE
seaduseelnõu|19119627|28843565|5|620|com,in,sg|in|sg|0|obl|seaduseelnõus|5|-1||S|52186812|Me ei ole tõesti seaduseelnõus andnud ülddefinitsiooni selle kohta , mis on planeering , sest eri tasemete planeeringud , eri planeeringute liigid on väga erinevad nii oma sisult kui ka juriidiliselt mõjult .|NONE
maapind|15234194|23791334|1|776|com,el,sg|el|sg|0|obl|maapinnast|7|-3||S|43910314|Aga see , et mõnes kohas maapinnast natuke elektromagneetilist energiat välja valgub , pole mingi ime .|LOC
maapind|3262303|5243287|2|776|all,com,sg|all|sg|0|obl|maapinnale|8|2||S|9823226|""" Kui puurkaevu poleks , tuleks vesi maapinnale niikuinii , "" juhtis Sokman tähelepanu lõhedele kraavi põhjas ."|LOC
maapind|7970843|12781218|3|776|all,com,sg|all|sg|0|obl|maapinnale|26|-1||S|23736171|Olin ühe silmaga jälginud ümbrust , ent midagi huvitavat ei toimunud , linnud lobisesid omavahel ja hoidusid kaugemale , sajajalgset oli ehk paar lüli rohkem maapinnale kerinud ja maastik meie ümber oli liikumatu .|LOC
maapind|949706|1512466|4|776|all,com,sg|all|sg|0|obl|maapinnale|3|1||S|2774128|See kukub maapinnale ja paiskab õhku bensiinipilve , mis süttib , ja taevast täidab plahvatus .|LOC
maapind|5990707|9614406|5|776|all,com,sg|all|sg|0|obl|maapinnale|21|-1||S|17984208|KOHTLA-JÄRVE , 17. juuni ( EPLO ) - Paar nädalat tagasi endise Sompa kaevanduse peahoone taga süüdatud risuhunnikutest võttis tuld maapinnale jäänud põlevkivi ning nüüd levib põlemine juba sügavuti , kirjutab Põhjarannik .|LOC
tuur|2074020|3309345|1|781|all,com,sg|all|sg|0|obl|tuurile|11|2||S|6194167|Eurospordi kommentaatorina igapäevast leiba teeninud Dhaenens sõitis saatuslikul päeval Flandria tuurile , mis oli ühtlasi MKsarja etapp .|NONE
tuur|5117546|8210577|2|781|ad,com,sg|ad|sg|0|obl|tuuril|2|-1||S|15342419|Vahemere tuuril osales ka Janek Tombak , kes viimasel etapil oli kaheksas .|NONE
tuur|4108251|6612492|3|781|all,com,sg|all|sg|0|obl|tuurile|8|3||S|12347618|Taas läheb segakoor Nooruse seltskond Unustatud lavade tuurile .|NONE
tuur|2180455|3484150|4|781|ad,com,sg|ad|sg|0|obl|tuuril|21|2||S|6522059|Kuigi Tombakut pole esialgu veel Cofidise Tour de France'i tiimi nimetatud , loodab Eesti meistrisärgis sõitev proff Luksemburgi ja Rootsi tuuril tõestada bossidele enda tugevust .|NONE
tuur|5871778|9424525|5|781|ad,com,sg|ad|sg|0|obl|tuuril|10|1||S|17628930|See soovitas , et mängijad , kellest paljud osalevad tuuril teismelisepõlvest , vaataksid oma karjääri kaugemas perspektiivis .|NONE
mudel|14987045|23511909|1|913|com,el,sg|el|sg|0|obl|mudelist|25|2||S|43423519|Kui kõik detailid loksuvad õigetele kohtadele , Holland võidab ja võtab kaasa suurepärase meeskonnahinge siis võidakse jõuda väga suure eduni , » räägib Pijpers mudelist , mida ka ise nii väga ootab .|NONE
mudel|1836466|2923225|2|913|abl,com,sg|abl|sg|0|obl|mudelilt|15|-3||S|5461666|Täpselt samal põhjusel on ka BMW-l , Mercedesel ja Audil väljakujunenud disainivõtted , mis mudelilt mudelile edasi kanduvad .|NONE
mudel|1648500|2623038|3|913|com,ill,sg|ill|sg|0|obl|mudelisse|12|1||S|4890125|Samas leiavad Leedu korvpallitegelased , et aeglane Sabonis ei sobigi tänasesse mudelisse .|NONE
mudel|8654552|13886057|4|913|com,ill,sg|ill|sg|0|obl|mudelisse|17|-1||S|25711606|Väikeste poiste sõjamäng näitaks suurtele poistele , et väikesed poisid on nende mängu elemendid osavalt enda mudelisse programmeerinud ja tahavad olla päris partnerid .|NONE
mudel|9254194|14870274|5|913|com,el,sg|el|sg|0|obl|mudelist|4|1||S|27529564|Hind sõltub auto mudelist ja suurusest .|NONE
maailmasõda|8248728|13234895|1|930|com,in,sg|in|sg|0|obl|maailmasõjas|7|1||S|24561143|Ka Soome juudid võitlesid näiteks Teises maailmasõjas Saksa armees venelaste vastu ja said selle eest aumärke .|NONE
maailmasõda|2830144|4538645|2|930|com,in,sg|in|sg|0|obl|maailmasõjas|5|1||S|8511601|Kui eestlased sõdisid Teises maailmasõjas õige asja eest , saab maailm meist aru , leiab Eerik-Niiles Kross .|NONE
maailmasõda|3138085|5039147|3|930|com,in,sg|in|sg|0|obl|maailmasõjas|8|-1||S|9444415|Tõnismäe pronkssõduri ümbrus tuleks kujundada kõigi II maailmasõjas langenud Eesti sõdurite memoriaalansambliks .|NONE
maailmasõda|2584687|4148160|4|930|com,in,sg|in|sg|0|obl|maailmasõjas|12|2||S|7766549|""" Sa ütled neile , kes võitlesid Viet Namis ja II maailmasõjas , et neid ei huvita ameeriklaste julgeolek ."|NONE
maailmasõda|1265558|2011362|5|930|com,in,sg|in|sg|0|obl|maailmasõjas|2|-1||S|3726344|Teises maailmasõjas kandsid peale sakslaste veel mitme rahvuse sõdurid saksa mundrit .|NONE
süüdistus|6992938|11234189|1|1177|com,el,sg|el|sg|0|obl|süüdistusest|12|3||S|20952913|Türgi politsei kuulas Postimehe ajakirjaniku üle , esmaspäeval vabastas kohus ta süüdistusest ja konfiskeeris padrunid .|NONE
süüdistus|12888753|20617599|2|1177|com,el,pl|el|pl|0|obl|süüdistustest|3|1||S|38118012|Chandler loobub süüdistustest ning saab Jacksonilt kohtuvälise lahendina väidetavalt kuni 20 miljonit dollarit .|NONE
süüdistus|2811403|4508446|3|1177|all,com,sg|all|sg|0|obl|süüdistusele|3|1||S|8453720|Mida vastate süüdistusele , nagu oleksite vehelnud naiskonnavõistlusel tujutult ja sellega lausa naiskonda alt vedanud ?|NONE
süüdistus|13359531|21371833|4|1177|all,com,sg|all|sg|0|obl|süüdistusele|18|2||S|39539124|Teises maailmasõjas relva-SS-i koosseisus võidelnud Eesti veteranid korraldavad juuli alguses aastakokkutuleku , millest kavatseb vaatamata natsismi toetamise süüdistusele osa võtta mitu Eesti juhtivat poliitikut .|NONE
süüdistus|6403357|10293344|5|1177|all,com,pl|all|pl|0|obl|süüdistustele|3|1||S|19241633|"Rice vastas süüdistustele : "" Mitte iialgi ei kaotanud ma austust tõe vastu üheski teenistuses ."|NONE
loss|3999683|6438415|1|1209|com,in,sg|in|sg|0|obl|lossis|9|1||S|12024852|Oorn ütles , et lossiisandad ise ei hakka lossis hotelli või midagi muud pidama .|LOC
loss|391581|608409|2|1209|com,in,sg|in|sg|0|obl|lossis|8|2||S|1039098|President Lennart Meri pakkis terve nädalavahetuse Kadrioru lossis oma suurt raamatukogu plastkastidesse ja usaldab selle täna kolimisfirma hoolde .|LOC
loss|1280407|2034737|3|1209|all,com,sg|all|sg|0|obl|lossile|8|2||S|3770416|"Samas Ekspressis peab Tallinna abilinnapea Liisa Pakosta lossile linna reserveelarvest eraldatud 200 000 krooni "" uskumatult kopsakaks summaks "" , mis on "" kohutavalt vastutulelik toetus "" ."|LOC
loss|9805756|15732837|4|1209|com,in,sg|in|sg|0|obl|lossis|24|-2||S|29064934|Riigi muinsuskaitseamet , kelle kooskõlastuseta ei ole Riigikogu kantselei seni saanud lasta teha ühtegi pisiremonti Riigikogu ruumes , sellest riigikantselei lisandusest roosas Katariina-aegses lossis ei teadnud .|LOC
loss|2520877|4042821|5|1209|com,in,sg|in|sg|0|obl|lossis|4|2||S|7569043|Ta kasvas üles lossis , mis on veel praegugi alles ja kus nüüd on muuseum .|LOC
allikas|1233616|1961085|1|1214|ad,com,pl|ad|pl|0|obl|allikatel|12|1||S|3629679|Sulev Alajõe ütles , et tema vastu esitatud süüdistused põhinevad ekslikel allikatel või on tegemist programmiliste erimeelsustega .|NONE
allikas|3507835|5648643|2|1214|all,com,sg|all|sg|0|obl|allikale|5|-1||S|10564620|Praeguse Põlvamaa kunagise jõukuse allikale osutavad pikad kinnikasvanud linaleotiigid , mida paljudes taludes võib veel praegugi näha .|NONE
allikas|10543651|16900843|3|1214|com,el,sg|el|sg|0|obl|allikast|13|1||S|31202465|13. detsembri Postimehes esitati andmeid Eesti rahvastiku kohta , mis pärinesid kahest allikast - Eesti Statistikaametist ja Eesti Kodakondsus- ja Migratsiooniametist .|NONE
allikas|12170463|19487264|4|1214|com,el,sg|el|sg|0|obl|allikast|3|-1||S|35989461|Neist kahest allikast otsivad õigusteavet kõrgema sissetuleku ja kõrgema haridustasemega inimesed .|NONE
allikas|9645520|15479025|5|1214|com,el,pl|el|pl|0|obl|allikaist|5|-1||S|28615583|“ Postimehele ” usaldusväärseist allikaist laekunud teabe kohaselt on valitsuskoalitsioonil kavas teha muudatusi riigiettevõtte Eesti Kütus haldusnõukogu koosseisus ning vahetada välja selle peadirektor Toomas Saks .|NONE
sünd|15473459|24164201|1|1320|all,com,sg|all|sg|0|obl|sünnile|19|1||S|44558491|Salapärast hoolimata ilmus novembri lõpupäevil leheveergudele teave : Erja suur kõht ja kolmteist lisakilo viitavad tugevama soo esindaja sünnile .|NONE
sünd|353847|547344|2|1320|com,el,sg|el|sg|0|obl|sünnist|10|2||S|933352|Täna möödub Kaarel Eenpalu ( 28.05.1888 -27.01. 1942 ) sünnist 111 aastat .|NONE
sünd|7331017|11766301|3|1320|all,com,sg|all|sg|0|obl|sünnile|3|-1||S|21914908|Selle doktriini sünnile aitasid kaasa artikli 30 rakendamise piirangud .|NONE
sünd|902771|1438064|4|1320|com,el,sg|el|sg|0|obl|sünnist|17|-1||S|2632015|Konverensti teise poole ettekanded on Oskar Kallase tegevusest Õpetatud Eesti Seltsis , Oskar Urgartist , kelle sünnist möödus äsja 100 aastat ja Paul Ariste raamatukogust , mida säilitatakse memoriaalkoguna arhiivraamatukogus .|NONE
sünd|2171299|3468942|5|1320|com,in,pl|in|pl|0|obl|sündides|11|-1||S|6493434|Eks see on juba kord nii , et teise lapse sündides saab vanemast lapsest isa laps .|NONE
korraldamine|2279030|3648444|1|1456|ad,com,sg|ad|sg|0|obl|korraldamisel|40|-1||S|6830322|"Ramann ütles , et ei tea täpselt , millistel alustel linnaamet laagreid finantseerib : "" Eelmisel aastal käis asi lihtsalt -esitasime oma taotluse koos eelarvega spordi- ja noorsooametile ja saime sealt vastuse , millises mahus linn meid laagrite korraldamisel toetab ."|NONE
korraldamine|59540|102583|2|1456|ad,com,sg|ad|sg|0|obl|korraldamisel|10|-1||S|186176|Igal talvel peetavat võistlust jälgib umbkaudu 10 000 pealtvaatajat , korraldamisel paneb ka riik oma õla alla .|NONE
korraldamine|1446061|2301711|3|1456|com,in,sg|in|sg|0|obl|korraldamises|11|2||S|4277954|"Arreteerimiskäsu andnud kohtunik süüdistab Pinochetti 1973. aasta "" surmakaravani "" korraldamises , mille käigus tapeti 75 poliitvangi ."|NONE
korraldamine|1253547|1993294|4|1456|com,in,sg|in|sg|0|obl|korraldamises|12|6||S|3690778|Kapo süüdistab varem kriminaalkorras karistamata Balõnskit 19. mail Stockmannis kahe pommiplahvatuse korraldamises eesmärgiga pressida kaubamajalt välja kaks miljonit krooni .|NONE
korraldamine|19203974|28959359|5|1456|com,in,sg|in|sg|0|obl|korraldamises|29|1||S|52355017|Tuleb asuda seisukohale , et tegemist on riigipea kui monokraatse organi juures asuva kantseleiga , mille ülesanded on tehnilist laadi ja abistava iseloomuga ning seisnevad Vabariigi Presidendi töö korraldamises .|NONE
Hiiumaa|3107431|4989839|1|1518|ad,prop,sg|ad|sg|1|obl|Hiiumaal|1|-2||S|9353174|Hiiumaal Käina vallas Kogri külas vajus eile õhtul kella 18.09 ajal sõiduauto Volkswagen peale auto all olevale Ovele ( s 1962 ) .|LOC
Hiiumaa|5176682|8305153|2|1518|ad,prop,sg|ad|sg|1|obl|Hiiumaal|1|-2||S|15520906|Hiiumaal Suuremõisa lossis lõpevad Lossipäevad 96 ja Kärdlas Hiiumaa tenniseklubi lahtine turniir .|LOC
Hiiumaa|1165405|1851529|3|1518|all,prop,sg|all|sg|1|obl|Hiiumaale|7|2||S|3420382|Kas ma ikka pääsen sel suvel Hiiumaale , küsis mu kolleeg , kui oli pooleteise nädala jooksul lugenud ajalehtedest sõnumeid praamisõjast Hiiumaa liinil ehk suurte laevade sõidu ärajätmisest .|LOC
Hiiumaa|15320535|23922172|4|1518|ad,prop,sg|ad|sg|1|obl|Hiiumaal|6|1||S|44137439|Asi asub ( asus ) Hiiumaal ning ise olen Tallinnas , kui jälle minek , sisi vaatab kas seal midagi veel alles on .|LOC
Hiiumaa|6217577|9986021|5|1518|all,prop,sg|all|sg|1|obl|Hiiumaale|4|1||S|18676761|"Augusti algul tuleb Hiiumaale kümneliikmeline filmigrupp , kes teeb BBC kinnisvara- ja reisisaate "" Kaardistamata territooriumid "" ( "" Uncharted Territories "" ) tarbeks saart tutvustava lõigu , kirjutab Hiiu Leht ."|LOC
ravi|3558852|5730723|1|1698|ad,com,sg|ad|sg|0|obl|ravil|5|1||S|10715893|Kuningas on olnud Pekingis ravil alates veebruarist , lähiajal on ta lubanud Kambodzhasse tagasi pöörduda .|NONE
ravi|675973|1074872|2|1698|ad,com,sg|ad|sg|0|obl|ravil|20|6||S|1937920|Kaitsepolitsei avastas Wismari haigla andmeid kontrollides , et Liivamägi viibis alates eelmise aasta oktoobrist alkoholiprobleemide tõttu haigla polikliinikus ambulatoorsel ravil , kirjutas Postimees .|NONE
ravi|1330931|2115811|3|1698|ad,com,sg|ad|sg|0|obl|ravil|4|-3||S|3925551|Tallinna psühhiaatriahaiglas on ravil 34 raske kuriteo sooritanud ja süüdimatuks tunnistatud inimest , kellest osa toodi haiglasse Venemaalt juba enne Eesti taasiseseisvumist .|NONE
ravi|9293922|14930071|4|1698|all,com,sg|all|sg|0|obl|ravile|17|4||S|27636923|Ja lõpetades sellega , et end registreerinud patsiendid saavad ägenemishoo ajal hõlpsa vaevaga Eesti Meremeeste Haiglasse ravile .|NONE
ravi|15768685|24592521|5|1698|com,in,sg|in|sg|0|obl|ravis|4|-1||S|45303967|Gripiviirustest põhjustanud haiguste ravis ( katsetatud ka profülaktikas ) on amantadiini ja rimantadiini asendamas neuraminidaasi inhibiitorid zanamiviir ja aseltamiviir .|NONE
vanus|23986|41386|1|1967|com,el,sg|el|sg|0|obl|vanusest|4|1||S|75441|Kas seksikus sõltub vanusest ?|NONE
vanus|5500829|8819720|2|1967|com,in,sg|in|sg|0|obl|vanuses|29|6||S|16496066|01.08.2001 kella 00.50 ajal teatas Harju PP-le Johannes ( s. 1940 ) , et tutvus eelmisel õhtul Tallinnas Müürivahe tänaval õllebaaris kahe eesti keelt kõneleva heledapäise noormehega vanuses 22-23 aastat , kes lubasid ta sõidutada koju Lagedile .|NONE
vanus|974069|1551539|3|1967|com,el,sg|el|sg|0|obl|vanusest|13|2||S|2847992|Ta usub , et Martini vaikne ja tagasihoidlik loomus tuleneb peamiselt tema vanusest ega kujuta endast ohtu poisi tulevikule .|NONE
vanus|12101768|19373508|4|1967|com,in,sg|in|sg|0|obl|vanuses|12|-1||S|35776897|« See pole minu jaoks praegu üldse mingi küsimus , minu vanuses oleks üldse patt midagi aastaks ette öelda .|NONE
vanus|10692709|17134154|5|1967|com,in,sg|in|sg|0|obl|vanuses|18|-1||S|31621132|Cynthia oli elanud 380 elanikuga Midghami külas üle 20 aasta , kuni ta läinud aastal 72 aasta vanuses suri .|NONE
kontekst|6006582|9640202|1|2314|com,in,sg|in|sg|0|obl|kontekstis|24|-1||S|18032770|""" Küsitlused näitavad , et inimeste valijateadlikkus ja oskus programme loosungitest eristada on tõusnud euroopalikule tasemele , mis tähendab , et kohalike valimiste kontekstis tuleb keskenduda ennekõike heade ideede väljatöötamisele ja otsekontaktidele inimestega , "" põhjendas partei peasekretär Ott Lumi ."|NONE
kontekst|5784817|9281518|2|2314|com,in,sg|in|sg|0|obl|kontekstis|33|1||S|17362642|Nüüdsel ajal , mil pannakse selga või jäetakse panemata , mida tahes , on noortel lugejatel ilmselt võimatu taibata , et Pipi riietus - napp kleidike ja tripitatud saba-alune - osutasid ilmumisaja kontekstis selgelt teatud elukommetega naisterahvale , keda korralikus seltskonnas ei mainitagi .|NONE
kontekst|4377182|7040899|3|2314|com,el,sg|el|sg|0|obl|kontekstist|9|1||S|13141123|Samas nentis minister , et teema tõstatamine sõltub kontekstist .|NONE
kontekst|5989826|9613039|4|2314|com,in,sg|in|sg|0|obl|kontekstis|18|1||S|17981591|Ometi poleks see tohtinud nii olla , sest kõrvalt vaadateski oli selge , et Venemaa mängib piirilepingu kontekstis võidu peale .|NONE
kontekst|1210756|1925674|5|2314|com,in,sg|in|sg|0|obl|kontekstis|13|3||S|3560825|Ei maksa teha endale siiski illusioone , nagu muutuks Venemaa meile selles kontekstis sama kaugeks ja teisejärguliseks nagu Indoneesia või Filipiinid .|NONE
parlament|5767318|9252014|1|3366|com,in,sg|in|sg|0|obl|parlamendis|5|2||S|17307377|Enne seda jõudis ta parlamendis kolm ametiaega töötada .|NONE
parlament|12248840|19609146|2|3366|com,in,sg|in|sg|0|obl|parlamendis|19|2||S|36216987|""" Mind streigid ei hirmuta ja ma viin reformi läbi , "" kinnitas Prantsusmaa president Nicolas Sarkozy Euroopa parlamendis , olles enne seda suletud uste taga hoiatanud Brüsseli tippametnikke : "" Uut põhiseaduslepet ei tohi mingil juhul rahvahääletusele panna , enamikus riikides kukutatakse see siis läbi ."|LOC
parlament|4432926|7128663|3|3366|all,com,sg|all|sg|0|obl|parlamendile|17|2||S|13303230|Kui Lennart Meri 8. oktoobril 2001 riigikogus kõne pidas ja presidendiameti maha pani , andis ta parlamendile üle eelnõu , mis sätestanuks põhiseadusse riigipea otsevalimise .|NONE
parlament|4493688|7225287|4|3366|com,in,sg|in|sg|0|obl|parlamendis|3|1||S|13481164|Eelarveprojekti esitab parlamendis peaminister Tshernomõrdin ise .|LOC
parlament|15030351|23568556|5|3366|all,com,sg|all|sg|0|obl|Parlamendile|34|2||S|43526877|Seejärel teatab kohtusekretär otsusest pooltele , liikmesriikidele ja komisjonile , samuti nõukogule või Euroopa Keskpangale , kui akt , mille kehtivus või tõlgendamine on vaidluse all , pärineb ühelt neist , ning Euroopa Parlamendile ja nõukogule , kui akti , mille kehtivus või tõlgendamine on vaidluse all , võtsid need kaks institutsiooni vastu ühiselt .|NONE
uks|6067317|9739851|1|5139|com,el,sg|el|sg|0|obl|uksest|13|-2||S|18218036|Inimene , kelle juurde minnakse , otsustab ise , kelle ta oma uksest sisse laseb .|LOC
uks|2330191|3731537|2|5139|ad,com,pl|ad|pl|0|obl|ustel|37|2||S|6986949|Eemal keskusest ja ametlikust galeriidesüsteemist , üritavad nad luua kultuurilisi organisme ja sündmusi jäätmaadel ning kultuuritarbijaist hüljatud minevikuvaremetel , tõmmata need tagasi aktiivsesse ellu ning luua eneseteostusvõimalusi neile kunstnikele , kes siiani kerjavad sissepääsu ametlike galeriide ustel .|NONE
uks|4602028|7396103|3|5139|all,com,sg|all|sg|0|obl|uksele|3|2||S|13799139|"Koputasin viisakalt uksele "" Nõmme linnaosa elanike register "" ja astusin sisse ."|LOC
uks|3512216|5655498|4|5139|com,el,sg|el|sg|0|obl|uksest|5|-2||S|10577027|Hingasin kergemalt , kui uksest välja sain .|LOC
uks|6215573|9982656|5|5139|com,el,sg|el|sg|0|obl|uksest|12|2||S|18670593|Ivi , kaheksa kuu koondamisraha taskus , astus sisse kohaliku tööhõiveameti uksest ja sai pika seletamise järel koha täiendkursustele .|LOC
